,positive,pos_count,negative,neg_count,keyword
0,출시,6.0,손실,12,하나투어
1,상승,4.0,논란,8,하나투어
2,주목,4.0,최악,6,하나투어
3,오픈,3.0,우려,4,하나투어
4,전망,2.0,급감,2,하나투어
5,승인,2.0,문제,2,하나투어
6,체결,2.0,약세,2,하나투어
7,0,0.0,여파,2,하나투어
8,0,0.0,포기,2,하나투어
9,0,0.0,발끈,1,하나투어
10,0,0.0,급락,1,하나투어
