,positive,pos_count,negative,neg_count,keyword
0,증가,7,하락,12.0,셀트리온
1,수상,7,0,0.0,셀트리온
2,상승,6,0,0.0,셀트리온
3,순항,6,0,0.0,셀트리온
4,신제품,3,0,0.0,셀트리온
5,역대,3,0,0.0,셀트리온
6,전망,1,0,0.0,셀트리온
7,신기록,1,0,0.0,셀트리온
8,체결,1,0,0.0,셀트리온
