,positive,pos_count,negative,neg_count,keyword
0,최고,28.0,중단,4,대한항공
1,수상,4.0,손실,3,대한항공
2,전망,3.0,직격탄,3,대한항공
3,증가,1.0,눈물,3,대한항공
4,돌파,1.0,매각,2,대한항공
5,,,하락,2,대한항공
6,,,반토막,2,대한항공
7,,,최악,1,대한항공
8,,,문제,1,대한항공
9,,,급락,1,대한항공
10,,,여파,1,대한항공
